Molecule Name,Smiles,Euclidean Distance,Permeability Value,Diameter
"PC(20:2(11Z,14Z)/13:0)",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,38.3071,5.609514192,14.23
4-Hydroxyphenylpyruvic acid,O=C(O)C(=O)CC1=CC=C(O)C=C1,38.32676,12.51221895,8.63
"PC(20:2(11Z,14Z)/16:0)",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,38.332905,5.609514192,17.71
"PC(20:2(11Z,14Z)/18:0)",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,38.345337,5.609514192,18.82
"PC(20:2(11Z,14Z)/20:0)",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,38.39829,4.737499729,17.36
Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,38.43973,28.60620916,9.37
4-Ethylphenol,CCC1=CC=C(O)C=C1,38.451675,33.72172117,8.04
"PC(20:2(11Z,14Z)/15:0)",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,38.452934,5.609514192,19.05
Tropic acid,O=C(O)C(CO)C1=CC=CC=C1,38.458233,9.021078795,7.34
Ethyl furoate,CCOC(=O)C1=CC=CO1,38.66034,49.08136725,8.56
"PC(20:2(11Z,14Z)/14:0)",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,38.807316,5.609514192,17.47
4-Hydroxycinnamic acid,O=C(O)/C=C/C1=CC=C(O)C=C1,38.808765,22.75474519,10.65
Pipecolic acid,O=C(O)C1CCCCN1,38.861706,10.95927134,7.12
trans-Cinnamic acid,O=C(O)/C=C/C1=CC=CC=C1,38.895897,42.62012243,9.63
"PC(18:2(9Z,12Z)/22:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,38.97122,4.737499729,16.19
Ethyl propionate,CCOC(=O)CC,39.010567,90.28851986,7.53
"PC(18:2(9Z,12Z)/17:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,39.135166,5.609514192,19.76
Salicylic acid,O=C(O)C1=CC=CC=C1O,39.13792,19.32364106,7.19
3-Hydroxyphenylacetic acid,O=C(O)CC1=CC(O)=CC=C1,39.166782,18.25006157,7.26
Ethyl glutarate,CCOC(=O)CCCC(=O)OCC,39.251556,34.22729075,11.41
"PC(18:2(9Z,12Z)/13:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,39.346664,5.609514192,16.66
"PC(18:2(9Z,12Z)/16:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,39.365353,5.609514192,14.69
Benzoic acid,O=C(O)C1=CC=CC=C1,39.36967,40.93779624,7.19
"PC(18:0/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.393684,4.619547352,14.76
"PC(16:0/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.41078,4.619547352,18.18
"PC(20:0/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.41742,4.619547352,16.0
"PC(18:2(9Z,12Z)/20:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,39.443546,5.609514192,17.91
"PC(18:2(9Z,12Z)/18:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,39.454533,5.609514192,15.48
"PC(22:0/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.472546,3.901425749,18.34
"PC(18:2(9Z,12Z)/15:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,39.512268,5.609514192,24.58
Homogentisic acid,O=C(O)CC1=C(O)C=CC(O)=C1,39.53163,5.516906083,7.12
"PC(14:0/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.57059,4.619547352,17.59
4-Hydroxybenzoic acid,O=C(O)C1=CC=C(O)C=C1,39.622704,17.79094487,8.2
Piperidine,C1CCNCC1,39.73444,27.93266773,4.95
"PC(18:2(9Z,12Z)/14:0)",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,39.80994,5.609514192,17.81
Ortho-Hydroxyphenylacetic acid,O=C(O)CC1=CC=CC=C1O,39.834305,17.71444678,7.12
"PC(20:0/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.863613,3.901425749,17.67
Ethyl isovalerate,CCOC(=O)CC(C)C,39.870777,97.02197909,7.79
Phenylacetic acid,O=C(O)CC1=CC=CC=C1,39.880856,42.1746105,7.16
"PC(18:0/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.88656,4.619547352,19.41
"PC(16:0/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.893173,4.619547352,16.42
"PC(12:0/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,39.945904,4.619547352,13.7
p-Hydroxyphenylacetic acid,O=C(O)CC1=CC=C(O)C=C1,39.965557,18.25006157,7.84
"PC(14:0/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.030792,4.619547352,16.68
"PC(15:0/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.046986,4.619547352,24.63
"(E,E)-2,4-Hexadienal",C/C=C/C=C\C=O,40.093224,87.06008792,7.61
Tetrahydrofuran,C1CCOC1,40.52244,30.55514097,4.04
"PC(20:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.52947,4.619547352,18.4
"PC(16:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.53208,4.619547352,19.78
"PC(14:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.578915,4.619547352,17.63
"PC(20:0/20:3(11Z,14Z,17Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.59982,3.901425749,19.65
"PC(18:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.633877,4.619547352,15.12
Cyclohexane,C1CCCCC1,40.63782,51.82598233,4.98
"PC(17:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.707,4.619547352,18.81
"PC(20:2(11Z,14Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.725277,4.619547352,18.91
"PC(22:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.848495,3.901425749,15.35
"PC(18:2(9Z,12Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,40.864983,4.619547352,18.49
"PC(20:3(8Z,11Z,14Z)/12:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,41.241688,4.619547352,15.97
"PC(14:1(9Z)/20:2(11Z,14Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,41.410572,4.619547352,18.77
"PC(20:3(8Z,11Z,14Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,41.427742,4.103897139,16.52
D-2-Hydroxyglutaric acid,O=C(O)CC[C@@H](O)C(=O)O,41.46557,1.515521389,6.69
"PC(14:1(9Z)/18:2(9Z,12Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,41.468945,4.619547352,16.74
L-Malic acid,O=C(O)C[C@H](O)C(=O)O,41.68424,1.63517613,5.69
"PC(20:3(8Z,11Z,14Z)/14:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,41.840065,4.619547352,24.48
"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,41.934593,4.103897139,17.51
N-Alpha-ccetyllysine,CC(=O)NC(CCCCN)C(=O)O,41.951252,2.028759196,11.02
"PC(18:3(9Z,12Z,15Z)/14:0)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,42.062466,4.619547352,16.87
DL-2-Aminooctanoic acid,CCCCCCC(N)C(=O)O,42.065937,7.208280265,9.74
"PC(20:3(8Z,11Z,14Z)/20:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,42.07534,3.901425749,18.6
"PC(14:1(9Z)/20:3(8Z,11Z,14Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,42.105923,4.103897139,15.71
Sphingosine,CCCCCCCCCCCCC/C=C/C(O)C(N)CO,42.153015,7.67326057,17.52
cis-Aconitic acid,O=C(O)/C=C(/CC(=O)O)C(=O)O,42.279427,1.814052276,7.26
"PC(18:3(9Z,12Z,15Z)/20:0)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,42.28454,4.619547352,16.01
homo-cis-Aconitate,O=C(O)/C=C(/CCC(=O)O)C(=O)O,42.301567,2.340195701,9.13
"PC(20:3(8Z,11Z,14Z)/16:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,42.35468,4.619547352,17.09
2-Keto-glutaramic acid,NC(=O)CCC(=O)C(=O)O,42.416748,2.244601399,6.49
"PC(20:3(8Z,11Z,14Z)/15:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,42.420593,4.619547352,16.65
PC(18:0/17:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,42.477757,5.107371882,17.51
"PC(20:3(8Z,11Z,14Z)/18:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,42.571014,4.619547352,16.98
"PC(18:3(9Z,12Z,15Z)/16:0)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,42.57185,4.619547352,18.95
PC(16:0/13:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,42.597687,5.112182721,13.41
"PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,42.601307,4.103897139,17.05
PC(18:0/15:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,42.629868,5.107371882,15.36
Ethoxyacetic acid,CCOCC(=O)O,42.70123,22.17413932,6.47
2-Methylcitric acid,CC(C(=O)O)C(O)(CC(=O)O)C(=O)O,42.71378,1.223728154,7.26
"PC(18:3(9Z,12Z,15Z)/18:0)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,42.751698,4.619547352,17.67
PC(18:0/16:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,42.76433,5.107371882,15.49
"PC(18:3(9Z,12Z,15Z)/17:0)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,42.778984,4.619547352,17.17
4-Acetamidobutanoic acid,CC(=O)NCCCC(=O)O,42.792526,9.581536055,9.01
Citric acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,42.82292,1.024726406,7.21
N-Heptanoylglycine,CCCCCCC(O)=NCC(=O)O,42.84432,37.55377531,9.41
Isocitric acid,O=C(O)CC(C(=O)O)C(O)C(=O)O,42.855007,1.23718977,7.23
"PC(18:3(6Z,9Z,12Z)/14:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,42.893066,4.619547352,16.23
Methyl butyrate,CCCC(=O)OC,42.912487,80.96587658,7.3
PC(22:0/15:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,42.984528,5.107371882,17.48
PC(18:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,42.996716,5.107371882,18.05
"PC(20:1(11Z)/20:2(11Z,14Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.00534,3.901425749,18.29
PC(18:0/13:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,43.01285,5.107371882,23.89
"PC(16:1(9Z)/20:2(11Z,14Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.025246,4.619547352,15.45
Gamma-Aminobutyric acid,NCCCC(=O)O,43.02896,5.323995277,6.92
PC(17:0/13:0),CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,43.110462,5.112182721,18.33
"PC(18:3(9Z,12Z,15Z)/22:0)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,43.11609,3.901425749,17.56
"PC(20:1(11Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.132843,4.619547352,18.91
"PC(18:1(9Z)/20:2(11Z,14Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.153984,4.619547352,17.62
"PC(16:1(9Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.183,4.619547352,14.44
PC(16:0/15:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,43.198425,5.107371882,19.02
"PC(22:1(13Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.241707,3.901425749,17.29
"PC(18:3(6Z,9Z,12Z)/20:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,43.24305,4.619547352,15.77
"PC(20:2(11Z,14Z)/16:1(9Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,43.24744,4.619547352,19.31
5-Aminopentanoic acid,NCCCCC(=O)O,43.282207,5.545215309,8.56
"PC(20:2(11Z,14Z)/20:1(11Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,43.290848,3.901425749,20.01
"PC(18:1(9Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.291267,4.619547352,15.74
PC(22:0/13:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,43.356815,5.107371882,35.27
"PC(20:2(11Z,14Z)/18:1(9Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,43.440174,4.619547352,16.78
Butyric acid,CCCC(=O)O,43.466156,21.39683664,5.29
Acetic acid,CC(=O)O,43.51873,23.78861308,4.18
PC(20:0/13:0),CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,43.520584,5.107371882,18.39
"PC(18:2(9Z,12Z)/20:1(11Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,43.536545,4.619547352,18.54
PC(20:0/15:0),CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,43.54515,5.107371882,21.58
PC(21:0/15:0),CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,43.586163,5.107371882,20.05
PC(16:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,43.606625,5.107371882,18.8
"PC(18:2(9Z,12Z)/18:1(9Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,43.622314,4.619547352,17.6
Propionic acid,CCC(=O)O,43.6286,26.9925952,5.18
PC(20:0/17:0),CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,43.64203,5.107371882,16.86
"PC(18:2(9Z,12Z)/22:1(13Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,43.660397,3.901425749,16.2
"PC(18:2(9Z,12Z)/16:1(9Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,43.66237,4.619547352,21.3
"PC(18:3(6Z,9Z,12Z)/16:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,43.677406,4.619547352,14.71
"PC(18:2(9Z,12Z)/20:1(13Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\CCCCCC,43.682583,4.619547352,17.44
PC(21:0/13:0),CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,43.70988,5.107371882,28.38
PC(19:0/15:0),CCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,43.724514,5.107371882,15.9
PC(19:0/13:0),CCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC,43.785046,5.107371882,18.53
"PC(o-18:1(9Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.893852,5.186282098,20.45
PC(22:0/11:0),CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCC,43.89659,5.107371882,25.86
"PC(18:3(6Z,9Z,12Z)/18:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,43.916286,4.619547352,16.92
"PC(o-16:1(9Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,43.93155,5.186282098,14.07
Citraconic acid,C/C(=C/C(=O)O)C(=O)O,43.99996,16.15620852,6.85
PC(19:0/17:0),CCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,44.05316,5.107371882,19.01
Methylmalonic acid,CC(C(=O)O)C(=O)O,44.0547,15.88641256,5.79
PC(20:0/16:0),CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,44.067093,5.107371882,17.26
PC(17:0/17:0),CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,44.155624,5.107371882,17.65
"PC(18:3(6Z,9Z,12Z)/22:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,44.195995,3.901425749,18.48
PC(15:0/15:0),CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,44.203835,5.112182721,17.45
PC(17:0/15:0),CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC,44.22122,5.107371882,18.26
PC(21:0/16:0),CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,44.24998,5.107371882,15.69
PC(20:0/11:0),CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCC,44.360954,5.107371882,32.64
